product_id,product_name,brand,category_l1,category_l2,category_l3,created_at,gender_target,is_active,launch_date,material,price_range,season,sustainability_score,care_instructions
P000156,Managed heuristic intranet Footwear,Pure Elegance 2,Footwear,Running,Accessories,2025-01-21 23:37:09,Women,True,2024-04-21,Cotton,$50-100,Fall,34,Machine wash cold
P000157,Upgradable background hub Jewelry,Metro Style 2,Jewelry,,,2025-06-21 00:19:53,Men,True,2024-06-18,Cashmere,$50-100,Fall,23,Machine wash warm
P000158,Enterprise-wide bifurcated initiative Footwear,Classic Craft 3,Footwear,Formal,Bottoms,2024-08-02 21:30:03,Unisex,True,2024-09-14,Polyester,$50-100,Winter,77,Dry clean only
P000159,Future-proofed human-resource solution Pants,Pure Elegance 2,Pants,Bottoms,,2025-07-18 17:57:49,Unisex,True,2024-10-01,Leather,$150-200,All Season,91,Machine wash warm
P000160,Operative solution-oriented website Yoga,Fresh Fashion,Yoga,Footwear,Accessories,2024-02-03 13:16:37,Women,True,2023-12-22,Cashmere,$30-50,Fall,81,Machine wash cold
P000161,De-engineered tangible success Running,Classic Craft,Running,Accessories,,2023-11-11 13:32:38,Women,True,2025-07-12,Wool,$30-50,Spring,18,Machine wash warm
P000162,Diverse bi-directional instruction set Tops,Coastal Chic,Tops,Running,,2025-09-03 18:47:38,Women,True,2024-12-27,Modal,$50-100,Spring,77,Dry clean only
P000163,Polarized non-volatile service-desk Footwear,Metro Style 3,Footwear,,,2024-09-01 08:14:34,Women,True,2024-02-13,Modal,$50-100,Summer,67,Hand wash
P000164,Seamless homogeneous time-frame Accessories,Modern Muse 2,Accessories,Mens Clothing,,2024-07-01 13:03:51,Unisex,True,2025-01-12,Wool,$30-50,Winter,66,Machine wash warm
P000165,Assimilated systemic superstructure Bottoms,Trend Tribe 2,Bottoms,Pants,,2025-08-19 15:57:34,Unisex,True,2024-01-05,Modal,$30-50,Fall,88,Machine wash warm
P000166,Polarized mobile budgetary management Bottoms,Luxe Label,Bottoms,Bottoms,,2025-08-16 10:14:46,Women,True,2024-08-10,Leather,$50-100,Spring,87,Hand wash
P000167,Organic 6thgeneration architecture Accessories,Coastal Chic 3,Accessories,,,2024-04-17 05:06:48,Men,True,2025-02-15,Linen,$100-150,Summer,91,Dry clean only
P000168,Intuitive 24/7 strategy Formal,Metro Style 2,Formal,Mens Clothing,,2025-08-01 11:10:58,Men,True,2025-03-05,Leather,$100-150,Spring,46,Hand wash
P000169,Progressive zero administration synergy Formal,Vintage Vibe 2,Formal,Bottoms,Jewelry,2024-12-17 21:48:45,Women,False,2025-04-10,Leather,$30-50,All Season,52,Machine wash warm
P000170,Re-contextualized directional secured line Bottoms,Style Studio 2,Bottoms,Accessories,,2025-08-05 04:52:18,Men,True,2024-06-14,Viscose,$100-150,Fall,16,Dry clean only
P000171,Programmable multi-state solution Tops,Vintage Vibe 3,Tops,Womens Clothing,,2025-03-24 04:03:26,Unisex,True,2025-01-18,Linen,$50-100,Summer,20,Hand wash
P000172,Cross-platform intermediate protocol Mens Clothing,Modern Muse 3,Mens Clothing,Formal,,2025-04-13 10:04:14,Women,True,2024-04-06,Linen,$100-150,Summer,81,Hand wash
P000173,Polarized grid-enabled protocol Running,Elite Edge,Running,Formal,Running,2025-03-05 07:21:33,Women,True,2025-02-05,Modal,$150-200,Summer,21,Hand wash
P000174,Networked coherent open architecture Womens Clothing,Style Studio 2,Womens Clothing,,Womens Clothing,2025-08-19 21:32:05,Unisex,False,2025-01-14,Modal,$50-100,Fall,83,Dry clean only
P000175,Business-focused 24/7 project Activewear,Vintage Vibe 3,Activewear,Running,Running,2025-09-21 18:14:30,Men,True,2024-01-25,Linen,$100-150,Winter,31,Machine wash warm
P000176,Profit-focused methodical methodology Footwear,Mode Moderne,Footwear,Womens Clothing,Jewelry,2025-08-02 07:22:41,Women,True,2024-02-01,Silk,$150-200,Fall,77,Dry clean only
P000177,Compatible web-enabled matrix Yoga,Bella Vista 2,Yoga,Accessories,,2024-06-02 01:20:37,Men,True,2024-03-31,Denim,$100-150,All Season,71,Machine wash cold
P000178,Managed even-keeled application Mens Clothing,Bella Vista 2,Mens Clothing,Pants,,2024-10-24 18:08:37,Women,True,2024-03-16,Cotton,$100-150,Fall,49,Machine wash warm
P000179,Reactive secondary implementation Tops,Trend Tribe,Tops,,,2024-08-05 05:55:26,Women,True,2025-06-21,Silk,$30-50,Summer,63,Machine wash warm
P000180,Front-line attitude-oriented knowledgebase Pants,Bold Basics 2,Pants,Bottoms,,2024-09-06 00:34:36,Unisex,True,2025-06-09,Silk,$30-50,Summer,74,Hand wash
P000181,Re-engineered local array Womens Clothing,Metro Style,Womens Clothing,Activewear,,2025-07-23 08:16:35,Women,True,2024-10-17,Leather,$150-200,Fall,68,Machine wash cold
P000182,Organized foreground capability Jewelry,Sunset Styles,Jewelry,Pants,,2024-10-17 08:00:26,Unisex,True,2025-04-26,Denim,$50-100,Spring,51,Machine wash cold
P000183,Streamlined 3rdgeneration benchmark Formal,Style Studio 2,Formal,Formal,Jewelry,2024-08-05 08:57:23,Men,True,2024-08-11,Viscose,$50-100,Fall,79,Machine wash cold
P000184,Automated next generation neural-net Bottoms,Elite Edge,Bottoms,Accessories,,2023-09-27 03:27:35,Women,True,2025-06-28,Wool,$50-100,Summer,77,Machine wash warm
P000185,Cross-group real-time process improvement Womens Clothing,Luxe Label 2,Womens Clothing,Tops,,2025-02-03 04:52:05,Men,True,2024-05-19,Viscose,$100-150,Winter,19,Dry clean only
P000186,Profound next generation database Activewear,Bella Vista 2,Activewear,Jewelry,,2025-02-16 10:50:58,Men,True,2025-02-28,Linen,$100-150,All Season,43,Machine wash warm
P000187,Persevering global hierarchy Activewear,Modern Muse 3,Activewear,Womens Clothing,,2025-06-29 01:12:29,Women,True,2023-11-07,Cashmere,$50-100,All Season,39,Machine wash cold
P000188,Face-to-face logistical groupware Footwear,Chic Collection 2,Footwear,Running,,2024-12-05 02:15:52,Women,True,2025-05-14,Modal,$50-100,Summer,92,Machine wash cold
P000189,Secured radical leverage Footwear,Fashion Forward 2,Footwear,Running,,2025-04-05 15:46:14,Women,True,2025-02-17,Cashmere,$100-150,Summer,87,Dry clean only
P000190,Multi-lateral transitional knowledge user Activewear,Coastal Chic,Activewear,,Womens Clothing,2023-12-24 13:50:44,Women,True,2023-12-10,Cashmere,$30-50,Summer,52,Dry clean only
P000191,Virtual stable definition Formal,Sunset Styles 2,Formal,,,2023-09-28 17:15:00,Women,True,2024-06-17,Cotton,$100-150,Summer,66,Dry clean only
P000192,Multi-channeled scalable website Accessories,Trend Tribe 2,Accessories,,,2024-05-10 19:15:51,Men,True,2024-11-24,Wool,$30-50,Winter,68,Hand wash
P000193,Programmable holistic standardization Accessories,Pure Elegance 2,Accessories,Yoga,,2023-12-18 14:17:10,Women,True,2023-10-31,Linen,$100-150,All Season,61,Dry clean only
P000194,Down-sized modular challenge Pants,Trend Tribe,Pants,Mens Clothing,,2025-06-26 08:28:44,Women,False,2025-04-04,Linen,$100-150,Summer,88,Machine wash warm
P000195,User-friendly uniform installation Footwear,Bella Vista 2,Footwear,Yoga,Bottoms,2023-12-19 02:12:11,Men,True,2024-04-10,Viscose,$30-50,Winter,50,Hand wash
P000196,Seamless dedicated core Tops,Vintage Vibe 3,Tops,Pants,,2023-12-29 19:09:39,Women,True,2025-09-17,Leather,$150-200,Fall,95,Machine wash warm
P000197,Object-based didactic knowledgebase Mens Clothing,Street Smart,Mens Clothing,,Formal,2025-06-28 11:05:57,Women,True,2025-05-24,Wool,$50-100,Spring,78,Dry clean only
P000198,Ergonomic transitional Graphical User Interface Womens Clothing,Trend Tribe,Womens Clothing,Formal,Mens Clothing,2023-12-19 17:11:42,Unisex,True,2025-05-06,Cashmere,$150-200,Fall,91,Machine wash warm
P000199,Operative 6thgeneration productivity Running,Sunset Styles,Running,,Formal,2025-07-08 11:47:53,Unisex,False,2025-03-01,Wool,$100-150,Winter,83,Machine wash warm
P000200,Reverse-engineered bottom-line throughput Running,Fresh Fashion 2,Running,Pants,,2025-08-19 15:48:07,Women,True,2024-09-09,Polyester,$30-50,All Season,29,Machine wash cold
P000201,Persevering stable parallelism Jewelry,Bold Basics,Jewelry,,Womens Clothing,2024-10-22 15:13:12,Men,False,2024-01-08,Cashmere,$50-100,Winter,23,Hand wash
P000202,Proactive 24hour moderator Womens Clothing,Coastal Chic,Womens Clothing,Activewear,Accessories,2025-04-20 20:19:06,Women,True,2023-11-02,Viscose,$150-200,All Season,63,Dry clean only
P000203,Reactive intermediate paradigm Footwear,Luxe Label 2,Footwear,Bottoms,,2024-10-06 02:48:01,Women,True,2025-09-12,Linen,$50-100,Summer,1,Hand wash
P000204,Profound zero-defect conglomeration Activewear,Chic Collection,Activewear,Mens Clothing,Running,2025-03-17 08:42:46,Women,True,2024-12-18,Cashmere,$50-100,All Season,41,Machine wash cold
P000205,Enhanced upward-trending capacity Running,Modern Muse 2,Running,Tops,,2023-12-16 10:40:54,Women,False,2024-07-22,Cotton,$30-50,Fall,49,Dry clean only
P000206,Switchable radical portal Pants,Elite Edge 2,Pants,,,2025-08-12 14:56:22,Women,True,2024-06-01,Cotton,$50-100,Fall,83,Hand wash
P000207,Profit-focused human-resource instruction set Mens Clothing,Classic Craft 3,Mens Clothing,Bottoms,,2025-01-12 00:45:40,Men,True,2025-09-06,Viscose,$50-100,Fall,88,Machine wash cold
P000208,Team-oriented well-modulated encryption Pants,Bella Vista 3,Pants,Mens Clothing,Tops,2024-04-26 12:29:34,Unisex,True,2024-07-31,Leather,$50-100,All Season,47,Machine wash warm
P000209,Mandatory explicit knowledge user Formal,Classic Craft 3,Formal,,,2025-06-13 02:47:47,Women,True,2024-01-07,Silk,$100-150,Summer,87,Machine wash cold
P000210,Devolved incremental portal Footwear,Street Smart 2,Footwear,Accessories,Activewear,2025-03-23 17:30:29,Women,True,2025-08-14,Viscose,$150-200,All Season,25,Dry clean only
P000211,User-friendly multimedia framework Accessories,Fresh Fashion,Accessories,,,2025-07-12 20:20:33,Women,True,2025-03-23,Modal,$150-200,Winter,11,Machine wash warm
P000212,Reactive foreground structure Footwear,Metro Style,Footwear,Jewelry,,2025-04-21 07:35:28,Women,True,2025-09-21,Leather,$100-150,Fall,92,Machine wash cold
P000213,Reactive responsive data-warehouse Pants,Modern Muse 2,Pants,,,2024-03-01 01:08:24,Men,True,2024-03-06,Cotton,$150-200,Winter,44,Machine wash cold
P000214,Secured transitional frame Womens Clothing,Pure Elegance 2,Womens Clothing,,Footwear,2025-03-13 07:39:30,Women,True,2024-06-20,Cashmere,$50-100,Summer,98,Dry clean only
P000215,Synergistic clear-thinking strategy Running,Vintage Vibe 3,Running,,,2025-02-12 22:47:04,Unisex,True,2024-02-11,Cashmere,$50-100,Winter,48,Machine wash warm
P000216,Profit-focused needs-based solution Running,Modern Muse,Running,,,2025-02-02 16:33:07,Men,True,2024-06-02,Denim,$50-100,Spring,22,Machine wash warm
P000217,Triple-buffered bifurcated task-force Tops,Street Smart 2,Tops,,Womens Clothing,2024-06-26 14:29:04,Men,True,2024-12-05,Linen,$50-100,Winter,86,Machine wash warm
P000218,Polarized optimal orchestration Jewelry,Pure Elegance 2,Jewelry,,Accessories,2025-02-26 05:00:30,Men,True,2025-03-30,Silk,$150-200,Spring,4,Machine wash warm
P000219,Operative systematic synergy Womens Clothing,Mode Moderne 2,Womens Clothing,Bottoms,Womens Clothing,2025-08-21 07:09:57,Women,True,2025-07-10,Cotton,$30-50,Summer,94,Machine wash cold
P000220,Public-key executive interface Footwear,Modern Muse 2,Footwear,Mens Clothing,,2025-06-15 20:11:21,Unisex,True,2023-10-05,Wool,$100-150,All Season,37,Dry clean only
P000221,Programmable bi-directional algorithm Activewear,Sunset Styles 3,Activewear,Activewear,,2024-07-18 20:14:00,Men,True,2024-01-16,Silk,$50-100,Fall,18,Dry clean only
P000222,Business-focused static approach Pants,Sunset Styles 2,Pants,Formal,,2024-02-29 06:44:50,Women,True,2024-04-20,Wool,$30-50,Winter,71,Machine wash warm
P000223,Versatile zero tolerance complexity Accessories,Metro Style,Accessories,,,2024-05-06 15:11:49,Men,True,2025-03-09,Denim,$50-100,Winter,52,Dry clean only
P000224,Function-based client-server approach Jewelry,Mode Moderne,Jewelry,Formal,,2025-03-16 09:55:01,Men,True,2025-05-27,Linen,$30-50,Summer,59,Machine wash cold
P000225,Implemented demand-driven system engine Jewelry,Trend Tribe 2,Jewelry,,,2024-11-20 08:28:30,Unisex,True,2023-10-21,Silk,$150-200,Fall,26,Hand wash
P000226,Multi-channeled local benchmark Bottoms,Urban Thread 3,Bottoms,,,2025-01-17 13:23:49,Men,True,2025-07-31,Silk,$50-100,Spring,34,Machine wash warm
P000227,Synergistic user-facing open architecture Activewear,Metro Style 3,Activewear,Bottoms,Activewear,2025-07-29 18:06:35,Women,True,2024-03-18,Viscose,$100-150,Summer,61,Dry clean only
P000228,User-friendly secondary open architecture Pants,Urban Thread 2,Pants,,Mens Clothing,2024-07-25 01:40:08,Men,False,2024-03-28,Polyester,$30-50,Winter,31,Dry clean only
P000229,Profound zero tolerance utilization Mens Clothing,Modern Muse 2,Mens Clothing,Pants,,2025-06-08 11:24:46,Unisex,True,2025-03-19,Denim,$100-150,Fall,33,Hand wash
P000230,Horizontal system-worthy secured line Footwear,Luxe Label 2,Footwear,Yoga,,2023-11-02 12:03:52,Unisex,True,2025-09-14,Silk,$100-150,Fall,40,Machine wash warm
P000231,Multi-tiered human-resource instruction set Activewear,Coastal Chic,Activewear,,,2025-05-31 03:45:35,Men,True,2025-03-11,Viscose,$50-100,All Season,74,Machine wash warm
P000232,Intuitive neutral application Tops,Chic Collection,Tops,Mens Clothing,,2023-10-07 01:59:08,Unisex,True,2025-04-25,Leather,$100-150,All Season,83,Hand wash
P000233,Function-based dedicated process improvement Footwear,Style Studio,Footwear,,,2025-08-01 20:49:59,Women,True,2025-05-24,Wool,$30-50,Fall,21,Dry clean only
P000234,Organic directional productivity Formal,Sunset Styles 3,Formal,Formal,,2025-03-27 07:32:02,Women,False,2025-03-30,Viscose,$100-150,Spring,9,Machine wash cold
P000235,Stand-alone holistic system engine Womens Clothing,Elite Edge 3,Womens Clothing,Running,Yoga,2024-12-27 00:35:37,Unisex,True,2024-11-23,Silk,$30-50,All Season,58,Hand wash
P000236,User-centric real-time customer loyalty Activewear,Metro Style,Activewear,Activewear,,2025-05-21 20:43:12,Men,True,2025-04-11,Cotton,$50-100,Spring,68,Machine wash warm
P000237,Ergonomic explicit knowledge user Womens Clothing,Bella Vista,Womens Clothing,Pants,,2024-02-11 19:45:16,Unisex,True,2025-03-09,Viscose,$100-150,Winter,22,Machine wash cold
P000238,Compatible contextually-based conglomeration Formal,Sunset Styles,Formal,Mens Clothing,,2025-04-19 23:10:15,Unisex,True,2024-10-29,Denim,$50-100,Fall,50,Machine wash cold
P000239,Decentralized homogeneous analyzer Jewelry,Metro Style 2,Jewelry,Mens Clothing,,2024-08-24 20:15:38,Women,True,2024-04-29,Polyester,$30-50,Spring,11,Machine wash warm
P000240,Realigned empowering capacity Jewelry,Classic Craft 2,Jewelry,Womens Clothing,,2024-01-30 00:13:38,Women,True,2024-12-22,Polyester,$100-150,Winter,55,Hand wash
P000241,Function-based 24hour groupware Bottoms,Style Studio 2,Bottoms,,,2024-09-23 05:20:32,Unisex,True,2025-03-30,Modal,$150-200,Winter,34,Machine wash cold
P000242,Distributed 6thgeneration collaboration Running,Classic Craft,Running,,,2025-09-17 07:10:52,Unisex,True,2024-06-02,Cotton,$50-100,Summer,40,Machine wash cold
P000243,Right-sized actuating time-frame Activewear,Street Smart,Activewear,Yoga,,2025-09-20 05:09:13,Men,False,2025-01-23,Linen,$150-200,Summer,72,Dry clean only
P000244,Seamless stable framework Jewelry,Style Studio 2,Jewelry,Formal,,2024-10-12 00:49:42,Unisex,True,2025-05-31,Wool,$30-50,Spring,64,Hand wash
P000245,Re-engineered neutral help-desk Bottoms,Metro Style,Bottoms,Bottoms,,2023-11-22 14:53:33,Men,True,2025-05-26,Modal,$30-50,Winter,99,Hand wash
P000246,Triple-buffered foreground moderator Running,Urban Thread,Running,Footwear,,2024-03-15 20:41:06,Unisex,True,2024-02-15,Cashmere,$50-100,Winter,23,Machine wash warm
P000247,Programmable asymmetric toolset Activewear,Modern Muse,Activewear,Mens Clothing,,2024-10-23 08:47:41,Women,True,2024-01-27,Wool,$50-100,Winter,91,Dry clean only
P000248,Operative needs-based monitoring Jewelry,City Casual 3,Jewelry,Bottoms,Pants,2024-08-05 08:32:07,Men,True,2023-12-06,Linen,$50-100,Spring,16,Machine wash cold
P000249,Monitored directional data-warehouse Jewelry,Bold Basics,Jewelry,Formal,,2025-02-23 05:44:49,Women,True,2024-06-09,Polyester,$50-100,Fall,70,Machine wash cold
P000250,Managed high-level frame Activewear,Chic Collection 2,Activewear,,,2024-03-14 16:24:40,Men,True,2025-05-02,Cashmere,$100-150,Winter,99,Machine wash cold
P000251,Secured multi-tasking leverage Formal,Sunset Styles 3,Formal,,,2024-12-06 00:19:58,Men,True,2025-06-26,Wool,$100-150,Winter,21,Dry clean only
P000252,Versatile solution-oriented access Pants,Fashion Forward,Pants,Tops,Jewelry,2023-12-25 02:52:05,Men,True,2025-02-26,Linen,$50-100,Winter,100,Machine wash cold
P000253,Monitored local encoding Pants,Metro Style 2,Pants,,,2025-08-29 13:19:55,Unisex,True,2025-02-05,Modal,$50-100,Summer,58,Machine wash cold
P000254,Seamless regional encryption Pants,Elite Edge,Pants,Jewelry,,2023-10-27 23:39:42,Women,True,2025-03-09,Denim,$30-50,Winter,42,Machine wash warm
P000255,Inverse homogeneous utilization Activewear,Urban Thread 3,Activewear,Accessories,,2023-12-24 01:44:28,Men,True,2024-07-21,Leather,$50-100,Fall,22,Machine wash warm
P000256,Function-based needs-based success Pants,Bella Vista 2,Pants,,,2024-05-03 16:36:38,Men,False,2023-10-15,Silk,$30-50,Fall,48,Hand wash
P000257,Programmable zero administration hub Accessories,Modern Muse 2,Accessories,Activewear,Formal,2024-10-30 11:42:42,Women,True,2025-06-10,Viscose,$30-50,Spring,93,Machine wash warm
P000258,Profound local matrix Mens Clothing,Modern Muse 3,Mens Clothing,Pants,,2023-10-31 01:45:01,Women,True,2024-05-13,Cashmere,$50-100,Winter,17,Hand wash
P000259,Streamlined content-based Graphic Interface Pants,Trend Tribe,Pants,Yoga,,2024-10-30 03:59:15,Women,True,2023-11-28,Leather,$50-100,All Season,61,Machine wash warm
P000260,Cross-platform composite throughput Formal,Pure Elegance 2,Formal,,,2024-11-17 20:52:25,Unisex,True,2024-11-13,Cotton,$50-100,Fall,89,Machine wash cold
P000261,Adaptive responsive architecture Mens Clothing,Sunset Styles,Mens Clothing,Accessories,Activewear,2024-03-08 17:32:51,Men,True,2025-02-27,Cashmere,$100-150,Fall,55,Machine wash cold
P000262,Self-enabling zero-defect data-warehouse Bottoms,Bella Vista,Bottoms,Formal,,2025-07-29 20:08:55,Women,True,2025-03-11,Modal,$50-100,Summer,57,Hand wash
P000263,Optimized bi-directional database Footwear,Modern Muse 2,Footwear,,,2024-11-17 16:45:40,Unisex,True,2025-06-30,Denim,$150-200,Spring,61,Machine wash cold
P000264,Total user-facing time-frame Jewelry,Chic Collection,Jewelry,,Yoga,2024-08-30 01:42:57,Women,True,2025-02-09,Linen,$150-200,Fall,58,Dry clean only
P000265,Compatible value-added software Footwear,Street Smart 2,Footwear,Bottoms,,2024-01-24 10:29:21,Men,True,2023-10-14,Denim,$30-50,Spring,38,Machine wash cold
P000266,Persevering transitional groupware Bottoms,Modern Muse 3,Bottoms,Accessories,,2023-10-26 10:32:53,Men,True,2023-12-02,Wool,$150-200,Summer,66,Dry clean only
P000267,Compatible actuating conglomeration Tops,Trend Tribe 2,Tops,Jewelry,,2025-06-04 21:31:58,Men,True,2024-04-08,Cashmere,$50-100,Summer,23,Machine wash warm
P000268,Realigned asynchronous orchestration Womens Clothing,Modern Muse 2,Womens Clothing,,,2025-06-26 04:23:25,Men,True,2024-03-20,Cashmere,$30-50,Winter,0,Dry clean only
P000269,Fundamental incremental info-mediaries Pants,Street Smart,Pants,,,2024-09-11 09:53:16,Women,True,2025-01-27,Polyester,$30-50,All Season,23,Hand wash
P000270,Open-architected intermediate functionalities Mens Clothing,Bella Vista 2,Mens Clothing,Pants,,2023-10-10 03:09:59,Women,True,2024-07-24,Denim,$30-50,All Season,49,Machine wash warm
P000271,Synergistic bottom-line monitoring Bottoms,Fashion Forward 2,Bottoms,Footwear,,2023-10-01 14:15:36,Women,True,2025-02-05,Linen,$50-100,All Season,75,Machine wash cold
P000272,Up-sized regional architecture Tops,Metro Style 3,Tops,Mens Clothing,,2025-05-06 04:25:22,Women,True,2025-04-27,Wool,$50-100,All Season,49,Machine wash warm
P000273,Reduced 6thgeneration standardization Tops,Chic Collection 2,Tops,Jewelry,Running,2025-07-16 20:50:43,Unisex,True,2023-11-21,Wool,$50-100,All Season,21,Machine wash warm
P000274,Multi-channeled motivating benchmark Tops,Chic Collection,Tops,Footwear,,2024-05-09 03:14:30,Men,True,2025-05-29,Cotton,$30-50,Winter,17,Dry clean only
P000275,Synergized exuding portal Formal,Classic Craft 2,Formal,Footwear,,2023-12-03 04:52:13,Women,True,2024-05-01,Leather,$30-50,Winter,21,Machine wash cold
P000276,Virtual leadingedge implementation Womens Clothing,Style Studio 2,Womens Clothing,,Womens Clothing,2024-07-29 21:44:27,Women,True,2025-06-25,Viscose,$30-50,Fall,21,Machine wash warm
P000277,Switchable 4thgeneration leverage Yoga,Style Studio 2,Yoga,,,2024-01-26 10:22:36,Women,True,2024-11-13,Modal,$30-50,Spring,34,Hand wash
P000278,Face-to-face client-driven synergy Womens Clothing,Pure Elegance 2,Womens Clothing,,,2024-07-26 16:55:32,Women,True,2025-06-05,Cashmere,$50-100,Spring,94,Dry clean only
P000279,Quality-focused explicit productivity Womens Clothing,Mode Moderne,Womens Clothing,Accessories,,2024-01-16 22:03:31,Women,True,2024-05-14,Polyester,$50-100,Summer,26,Hand wash
P000280,Synergistic upward-trending project Activewear,Modern Muse 3,Activewear,Tops,,2024-07-12 19:57:10,Men,True,2023-10-04,Silk,$50-100,Spring,72,Hand wash
P000281,Reactive next generation circuit Pants,Pure Elegance 2,Pants,Tops,,2023-12-31 17:33:57,Women,True,2023-10-28,Linen,$100-150,All Season,34,Machine wash cold
P000282,Adaptive object-oriented policy Jewelry,Elite Edge,Jewelry,,,2024-07-29 02:30:41,Men,True,2024-11-16,Wool,$30-50,Summer,31,Dry clean only
P000283,Reactive attitude-oriented function Accessories,Modern Muse 3,Accessories,,,2024-03-08 03:57:56,Unisex,True,2025-04-29,Leather,$150-200,Summer,73,Hand wash
P000284,User-centric uniform hardware Jewelry,Bella Vista 3,Jewelry,Bottoms,,2024-03-09 11:21:31,Women,True,2024-08-11,Polyester,$30-50,Winter,65,Hand wash
P000285,Stand-alone multimedia circuit Accessories,Classic Craft 3,Accessories,Footwear,,2024-01-30 00:42:10,Unisex,True,2024-02-15,Polyester,$100-150,Winter,81,Hand wash
P000286,Face-to-face reciprocal extranet Formal,Classic Craft,Formal,Jewelry,,2024-02-24 22:47:57,Women,True,2023-12-24,Denim,$30-50,Fall,43,Dry clean only
P000287,Enterprise-wide static website Footwear,Style Studio 2,Footwear,,,2024-12-10 15:23:50,Women,True,2025-07-18,Cotton,$50-100,Spring,80,Machine wash warm
P000288,Business-focused web-enabled neural-net Bottoms,Urban Thread,Bottoms,,Footwear,2024-09-19 06:54:09,Men,True,2025-02-07,Cashmere,$50-100,Summer,88,Dry clean only
P000289,Reactive asynchronous frame Pants,Urban Thread 3,Pants,Pants,Accessories,2025-03-01 17:25:00,Men,True,2023-11-17,Denim,$100-150,Summer,6,Machine wash warm
P000290,Function-based bandwidth-monitored customer loyalty Pants,Bella Vista 3,Pants,,,2025-04-12 14:15:36,Women,True,2024-12-19,Polyester,$30-50,Spring,0,Dry clean only
P000291,Pre-emptive full-range help-desk Bottoms,Fresh Fashion 2,Bottoms,Mens Clothing,,2024-01-04 14:23:58,Men,True,2025-02-28,Cotton,$100-150,Fall,15,Machine wash warm
P000292,Streamlined disintermediate attitude Tops,Classic Craft 3,Tops,Mens Clothing,,2024-05-05 11:38:15,Men,True,2025-01-19,Polyester,$50-100,Spring,40,Hand wash
P000293,Cloned content-based functionalities Tops,Mode Moderne,Tops,Tops,,2024-10-08 09:24:21,Women,True,2024-09-10,Polyester,$50-100,All Season,72,Machine wash cold
P000294,Managed reciprocal protocol Running,Mode Moderne 2,Running,Accessories,,2024-05-21 10:30:00,Men,True,2025-03-17,Wool,$30-50,Winter,78,Machine wash warm
P000295,Reduced coherent open system Bottoms,Street Smart,Bottoms,,Bottoms,2024-12-10 07:22:03,Women,True,2024-07-05,Cashmere,$50-100,Fall,54,Hand wash
P000296,Intuitive interactive concept Mens Clothing,Elite Edge,Mens Clothing,Bottoms,Activewear,2023-09-30 18:22:08,Women,True,2024-05-26,Modal,$50-100,Fall,99,Machine wash cold
P000297,Fully-configurable zero tolerance definition Pants,Coastal Chic 3,Pants,Activewear,,2025-04-02 04:39:00,Women,True,2025-04-22,Linen,$50-100,Spring,100,Dry clean only
P000298,Stand-alone intermediate focus group Jewelry,Bold Basics 2,Jewelry,Footwear,,2025-07-10 13:04:57,Women,True,2024-07-01,Cotton,$100-150,Fall,40,Dry clean only
P000299,Devolved systematic superstructure Activewear,Classic Craft 2,Activewear,Formal,,2024-06-10 13:04:38,Men,True,2025-08-07,Polyester,$50-100,Spring,75,Machine wash cold
P000300,Polarized maximized knowledge user Pants,Bella Vista,Pants,Womens Clothing,,2024-07-01 15:43:27,Men,True,2025-05-19,Linen,$50-100,All Season,98,Machine wash warm
P000301,Integrated mobile neural-net Yoga,City Casual 2,Yoga,Running,,2023-12-20 13:05:00,Women,True,2024-02-09,Linen,$50-100,Spring,39,Machine wash cold
P000302,Stand-alone real-time artificial intelligence Mens Clothing,Luxe Label 2,Mens Clothing,,Accessories,2025-07-11 20:27:17,Men,True,2024-04-30,Polyester,$100-150,Fall,89,Machine wash warm
P000303,Devolved national customer loyalty Mens Clothing,Sunset Styles 3,Mens Clothing,Bottoms,,2024-04-18 11:20:44,Women,True,2025-04-17,Modal,$30-50,All Season,7,Hand wash
P000304,Self-enabling asynchronous superstructure Yoga,Coastal Chic 3,Yoga,Tops,Yoga,2023-11-24 13:51:11,Women,True,2025-08-18,Cotton,$50-100,Summer,63,Hand wash
P000305,Ameliorated motivating product Formal,Street Smart 2,Formal,,,2023-10-21 05:47:55,Men,True,2025-06-18,Wool,$50-100,Fall,93,Machine wash cold
P000306,Reduced optimal initiative Womens Clothing,Vintage Vibe 3,Womens Clothing,Jewelry,Bottoms,2025-05-16 11:13:41,Women,True,2024-12-27,Modal,$150-200,Spring,63,Machine wash warm
P000307,Extended 5thgeneration neural-net Accessories,Luxe Label 2,Accessories,Activewear,Tops,2024-04-16 10:32:11,Men,True,2024-11-21,Polyester,$30-50,All Season,86,Machine wash cold
P000308,Quality-focused methodical projection Yoga,Pure Elegance,Yoga,Womens Clothing,,2025-05-21 03:01:12,Women,True,2024-01-19,Cotton,$30-50,Winter,46,Machine wash warm
P000309,Multi-lateral hybrid definition Tops,Vintage Vibe,Tops,,,2025-08-19 09:53:46,Women,True,2025-05-17,Cashmere,$30-50,Summer,41,Dry clean only
P000310,Reverse-engineered upward-trending frame Yoga,Sunset Styles 2,Yoga,Bottoms,,2024-01-09 00:01:25,Women,True,2024-09-20,Cotton,$30-50,Summer,28,Machine wash cold
P000311,Profit-focused multimedia array Bottoms,Modern Muse 2,Bottoms,,,2024-07-31 04:54:27,Women,True,2024-07-04,Linen,$100-150,Fall,11,Machine wash warm
